r_id,of_title,r_date,score,review,is_english,Ideological Bias,LGBTQ+ Criticism,Conspiracy Theory,Review Ecosystem Critique,Technical Criticism,Tactical Praise,Coordinated Hate,Studio Criticism,Frustration/Expectation
101792,Logan,2017-03-07,5,A masterpiece to simply to put it. The Best CB movie ever made .???????????????? and Hugh jackman is a legendc,True,0.25159984827041626,0.02306216023862362,0.29767438769340515,0.009741510264575481,0.034079212695360184,0.8730944395065308,0.1788131296634674,0.7780031561851501,0.014986727386713028
101793,Logan,2016-12-28,5,"A masterpiece... with themes of fatherhood\, aging\, frailty and in the midst of pain and fear\, courage.  Thanks go to Hugh Jackman for providing my generatio  with a worthy depiction of a complicated\, wonderful character that is very close to my heart.",True,0.09342127293348312,0.006445001810789108,0.002186752390116453,0.04041726514697075,0.01398427877575159,0.3393721878528595,0.003092467784881592,0.1305961012840271,0.015522356145083904
101799,Logan,2017-02-28,5,A-MAZE-ING. Go watch it as soon as humanly possible.,True,0.19035668671131134,0.07215781509876251,0.8577585816383362,0.24649083614349365,0.014628284610807896,0.4420812129974365,0.1568908840417862,0.03599008917808533,0.01141440961509943
101809,Logan,2019-08-04,5,Amazing acting and plot,True,0.05270955711603165,0.006094485521316528,0.289381742477417,0.037737127393484116,0.003868240863084793,0.2709498107433319,0.1083378866314888,0.014743085950613022,0.011032473295927048
101810,Logan,2017-02-24,5,Amazing acting and story line,True,0.07783521711826324,0.004920271225273609,0.11188681423664093,0.028119290247559547,0.003802312072366476,0.05717668682336807,0.05771417170763016,0.015781572088599205,0.01807171292603016
101813,Logan,2017-04-25,5,"Amazing acting\, great action and amazing character study makes this wolverine farwell not just the greatest x men movie ever but one of the best comic book movies ever",True,0.08200128376483917,0.010164172388613224,0.024602942168712616,0.005720066837966442,0.01165245845913887,0.44485506415367126,0.051975373178720474,0.05979673191905022,0.013291381299495697
101814,Logan,2017-09-04,5,"Amazing acting\, great action\, great characters\, great music\, and just an awesome heartbreaking farewell to honestly my favorite character of all time.",True,0.0421283133327961,0.004343590699136257,0.03192402794957161,0.01429816149175167,0.005576750263571739,0.36790019273757935,0.09507209807634354,0.03146365284919739,0.061490654945373535
101816,Logan,2017-03-03,5,"Amazing acting\, moving storyline that really strikes home.",True,0.020845811814069748,0.003759038867428899,0.17693157494068146,0.03874700516462326,0.005414491053670645,0.12471982091665268,0.0103881461545825,0.06204354390501976,0.014041383750736713
101836,Logan,2017-03-04,5,"Amazing\, amazing stuff. One of the best films I've seen\, and not just one of the best comic book movies. This is The Dark Knight good. This is There Will Be Blood good. This is Oscar worthy stuff all around\, from directing\, to writing\, to Hugh and Patrick. It is so filled with material and heart\, I really hope there will be more of this\, and less of the world ending explosions type of movies in the future.",True,0.2118491381406784,0.005042492877691984,0.9907441139221191,0.015734059736132622,0.012710421346127987,0.9492061138153076,0.3398573398590088,0.8700870275497437,0.01647077687084675
101837,Logan,2017-03-04,5,Amazing!  A must see movie.,True,0.14597482979297638,0.011783907189965248,0.3421131372451782,0.010697499848902225,0.009698797948658466,0.15102125704288483,0.05090373754501343,0.03936038166284561,0.009725743904709816
101839,Logan,2017-03-04,5,Amazing a must watch for all Wolverine fans!,True,0.2109021693468094,0.10281237214803696,0.037132106721401215,0.08976040780544281,0.012621007859706879,0.8100276589393616,0.1713840365409851,0.018145322799682617,0.027443597093224525
101844,Logan,2019-04-26,5,Amazing and awesome I loved this movie definitely recommend it and of course it gets an A+,True,0.20862847566604614,0.01589486561715603,0.6189296841621399,0.010526705533266068,0.006917956285178661,0.08875498920679092,0.13732047379016876,0.18351991474628448,0.009045816026628017
101853,Logan,2017-03-05,5,Amazing and heartbreaking. My favorite X-Men movie.,True,0.3871121406555176,0.07267193496227264,0.004363709595054388,0.0055979471653699875,0.02746359072625637,0.3206254541873932,0.02443970926105976,0.48695722222328186,0.06414186209440231
101854,Logan,2017-02-05,5,amazing and heartfelt from start to finish. what a amazing cast.,True,0.012144982814788818,0.004150841385126114,0.008174389600753784,0.010223094373941422,0.003561091609299183,0.05488539859652519,0.004374414216727018,0.0214310884475708,0.01245712861418724
101866,Logan,2017-03-06,5,Amazing and touching. Haven't had a dry eye for hours. I wish it wasn't the end but it was beautiful,True,0.12968169152736664,0.008363012224435806,0.010364648886024952,0.22591301798820496,0.0068778167478740215,0.6864069700241089,0.015850305557250977,0.16865164041519165,0.03063586913049221
101885,Logan,2017-03-05,5,AMAZING...BEST FILM OF THE YEAR!! ENOUGH SAID...,True,0.16465017199516296,0.037251897156238556,0.09145043790340424,0.008451216854155064,0.16218626499176025,0.2143782079219818,0.018894411623477936,0.6406484842300415,0.2575224041938782
101892,Logan,2017-03-11,5,amazing best of all the xmen and associated movies,True,0.1869761049747467,0.020618505775928497,0.7251384854316711,0.009331961162388325,0.02364957705140114,0.23382633924484253,0.0763339176774025,0.8352602124214172,0.01616331934928894
101908,Logan,2017-03-12,5,Amazing! Brilliant performance by Hugh Jackman. Heartfelt and going out like a boss.,True,0.06928710639476776,0.004370065405964851,0.002070825779810548,0.007139349821954966,0.003625258104875684,0.18141597509384155,0.00667767645791173,0.004561687353998423,0.006932438816875219
101922,Logan,2017-03-07,5,Amazing. Cash's When the Man Comes Around is a perfect way to close with the credits.,True,0.15759818255901337,0.00659257872030139,0.028086064383387566,0.022545013576745987,0.03727852180600166,0.5649738907814026,0.0040152245201170444,0.2292715460062027,0.005619633477181196
101947,Logan,2016-12-21,5,Amazing dramatic end ??,True,0.24896615743637085,0.02413017489016056,0.2770456373691559,0.0696682557463646,0.014515946619212627,0.7729613184928894,0.03333281725645065,0.10377709567546844,0.09772198647260666
101977,Logan,2017-01-06,5,"Amazing film and that's pretty much all there is to say. Probably better than any mcu film and definitely more emotional than any film I've ever seen. This movie will pick with your feelings whether you want it to or not. There's happy parts\, funny parts\, sad parts\, and very violent parts which are some of the highlights of the film! I would say it is VERY VERY VERY VERRRRY CLOSE TO BEING AS GOOD AS THE DARK KNIGHT. I would call it fox's The Dark Knight. Not for kids however do not take them to see this unless you feel like they can handle lots of profanity\, lots of gory violence\, and very mature subjects which could fly over there head but still. It is a very adult film. Possibly the most adult CBM I've ever seen. If I could rate this higher I would. And if any cbm deserves an oscar for best director or actor then LOGAN deserves every bit of it!",True,0.6507134437561035,0.2660762369632721,0.6204609870910645,0.014982221648097038,0.02678745426237583,0.9242472648620605,0.3073355257511139,0.8801777362823486,0.016824744641780853
101981,Logan,2017-06-02,5,Amazing film... best X-Men movie hands down.,True,0.3624463677406311,0.029446763917803764,0.004060885403305292,0.005922240205109119,0.17749394476413727,0.534086287021637,0.014876564964652061,0.5936163663864136,0.021204819902777672
102003,Logan,2017-03-24,5,Amazing film. I have no other words.,True,0.04980599880218506,0.012542127631604671,0.3894573748111725,0.005622414872050285,0.11121030896902084,0.04282868653535843,0.004758155904710293,0.4076034426689148,0.007383572869002819
102009,Logan,2018-02-01,5,Amazing film. It's a disgrace they got only one nomination.,True,0.23960047960281372,0.042343705892562866,0.5802595019340515,0.008452446199953556,0.18336045742034912,0.15686185657978058,0.012538534589111805,0.8932297825813293,0.8793597221374512
102016,Logan,2017-06-22,5,Amazing film just loved the film. Wondeful tribute to hugh jackman. I wish that they could have come up better script for all other wolverine movies that they had. Ending with high note and emotional not.,True,0.49018293619155884,0.11996877938508987,0.2637719213962555,0.015979591757059097,0.4243317246437073,0.7979398369789124,0.2665883004665375,0.8732990622520447,0.03704317659139633
102031,Logan,2017-03-06,5,Amazing film. Oscar nods should abound!,True,0.4212973713874817,0.017061984166502953,0.5876835584640503,0.0066975983791053295,0.0651189535856247,0.18899205327033997,0.004669051617383957,0.3277626633644104,0.0216534286737442
102050,Logan,2018-12-24,5,amazing film. you don't have to be a fan of super hero movies to find this movie amazing.,True,0.3855105936527252,0.006905198097229004,0.9807767271995544,0.0063255256973207,0.010481016710400581,0.7838301658630371,0.018962452188134193,0.22078393399715424,0.023992061614990234
102052,Logan,2017-03-03,5,Amazing final chapter ð??¢,True,0.048284124583005905,0.012953763827681541,0.2592572569847107,0.23208755254745483,0.009586630389094353,0.2714555263519287,0.006111192982643843,0.021159755066037178,0.009073060005903244
102078,Logan,2017-03-13,5,amazing.  graceful exit for the character and a nice high note for Hugh Jackman to walk away on from his signature character.  It's the Unforgiven for the superhero set.,True,0.2769075334072113,0.02119557000696659,0.07127394527196884,0.01229013130068779,0.00545920804142952,0.5231437087059021,0.15028582513332367,0.006401838734745979,0.029536128044128418
102088,Logan,2017-03-17,5,"Amazing\, gritty\, sad\, deep\, thrilling and wonderful. This may be the best \""comic book movie\"" ever.",True,0.060669828206300735,0.005622371565550566,0.9605934023857117,0.0074364920146763325,0.03504945710301399,0.6062061190605164,0.19756583869457245,0.36461353302001953,0.021489763632416725
102096,Logan,2017-01-13,5,"Amazing\, hopeful\, and heartbreaking all at the same time. Jackman does his best job yet as Wolverine.",True,0.2550275921821594,0.012594793923199177,0.0026424608658999205,0.011396178044378757,0.01694686897099018,0.5850350856781006,0.008071770891547203,0.03354911878705025,0.3381885290145874
102097,Logan,2019-06-11,5,Amazing! How all future x-men films should be made,True,0.2721542418003082,0.3422747254371643,0.019344443455338478,0.013071364723145962,0.3224906921386719,0.17407551407814026,0.013232122175395489,0.6936916708946228,0.01819819211959839
102100,Logan,2017-03-03,5,Amazing!!! Hugh Jackman gives his best performance as Wolverine.,True,0.26384446024894714,0.01951710134744644,0.004633224569261074,0.018800266087055206,0.02138499729335308,0.5973488688468933,0.08464270830154419,0.055124640464782715,0.03381001949310303
102103,Logan,2017-02-19,5,Amazing! I can watch this movie over and over again. Excellent performance by Hugh Jackman!!,True,0.39089956879615784,0.012893016450107098,0.3947824239730835,0.005125823896378279,0.009229293093085289,0.4925818145275116,0.013556355610489845,0.08779440820217133,0.013034882955253124
102141,Logan,2017-03-23,5,"amazing it had everything you could want. lots of well choreographed action\, wonderful chemistry and acting that touched you\, interesting characters\, and it looked and sounded great too.",True,0.02586776576936245,0.00600902084261179,0.00915743038058281,0.1253766268491745,0.008577240630984306,0.7515040636062622,0.030903732404112816,0.11029019951820374,0.004839171189814806
102162,Logan,2017-03-11,5,Amazing! Loved it but so sad!,True,0.3628484308719635,0.3976103663444519,0.008611662313342094,0.013025457970798016,0.34082555770874023,0.026425939053297043,0.25441238284111023,0.5578279495239258,0.21216575801372528
102176,Logan,2017-03-03,5,"AMAZINGLY brutal but still has a heart. Thank you Deadpool for showing Hollywood that and R rated Super hero movie can work. Though this is only a Super Hero movie in name not in reality\, in reality its a story of a broken man dealing with his own demons in a world that has forgotten him.",True,0.5409066081047058,0.06743396818637848,0.006356762256473303,0.017172796651721,0.030946999788284302,0.6218507289886475,0.34524548053741455,0.8252768516540527,0.5727126598358154
102178,Logan,2017-07-10,5,Amazingly cool take on the character of the Wolverine.  Logan manages to be both emotionally impactful and action packed.  I couldn't take my eyes off the screen.  Great introduction to a new young character.  Logan is easily one of the best X-Men films and one of the best superhero films ever.,True,0.1917378157377243,0.0046011703088879585,0.0032777804881334305,0.00609291298314929,0.007280177902430296,0.7063315510749817,0.007005956955254078,0.07570068538188934,0.01591329462826252
102184,Logan,2017-05-27,4,Amazingly great end to the Logan story.,True,0.06438852101564407,0.006288392469286919,0.05620734393596649,0.019553840160369873,0.006020137574523687,0.5815451741218567,0.006777941714972258,0.014761506579816341,0.008417276665568352
102205,Logan,2017-03-06,4,"Amazing! More of a gritty full on movie\, well acted and Well done\, and a great script\, Wolverine the beast still our beast\, and always will be\, the film fans wanted a great movie\, and deserved finally got one!",True,0.07704351097345352,0.005049881059676409,0.705003023147583,0.043190766125917435,0.021440451964735985,0.8448089957237244,0.029798060655593872,0.57096266746521,0.021982494741678238
102224,Logan,2017-03-03,5,Amazing movie and I couldn't recommend it enough. It hits on so many emotional levels.,True,0.047531601041555405,0.014432227239012718,0.1561574786901474,0.009840961545705795,0.006275033578276634,0.22252365946769714,0.005140744615346193,0.43389156460762024,0.016760030761361122
102229,Logan,2017-03-20,5,Amazing movie and story line,True,0.1329595446586609,0.008874483406543732,0.39624083042144775,0.020826194435358047,0.011250348761677742,0.13500389456748962,0.059898458421230316,0.04047192633152008,0.01876261830329895
102233,Logan,2017-05-25,4,"amazing movie\, a week end somehow\, but in the end a great and heartfelt end for Hugh Jackman's run as The Wolverine.",True,0.15505236387252808,0.0068934764713048935,0.003998707979917526,0.009964291006326675,0.025680502876639366,0.9447816610336304,0.0021328565198928118,0.06950771063566208,0.03194510191679001
102239,Logan,2017-04-10,5,Amazing movie. Best Wolverine movie. X-Men First Class is still my #1 and this is my #2.,True,0.5842916965484619,0.009603931568562984,0.0031153077725321054,0.005292817950248718,0.034387946128845215,0.21660561859607697,0.031794264912605286,0.5688899159431458,0.012349278666079044
102259,Logan,2017-03-12,5,"Amazing movie. Deep\, dark\, and gritty. Fantastic finale for Jackman.",True,0.19060637056827545,0.004468195140361786,0.3561711609363556,0.01026085577905178,0.12284047901630402,0.7593318223953247,0.01267507765442133,0.5392590165138245,0.010545598343014717
102284,Logan,2017-03-13,5,Amazing movie from start to finish. It was exiting and fun to watch.,True,0.2532753348350525,0.006239956244826317,0.636614978313446,0.006787601392716169,0.007839694619178772,0.7608749866485596,0.004152040928602219,0.11691703647375107,0.015877991914749146
102301,Logan,2016-10-21,5,Amazing movie had a hard on the whole time,True,0.1002340242266655,0.098826102912426,0.17708702385425568,0.017246367409825325,0.4473590552806854,0.026587754487991333,0.012921036221086979,0.9241100549697876,0.8056043386459351
102312,Logan,2017-03-06,5,amazing movie i cant belive how sad and amazing it was,True,0.3472560942173004,0.07748955488204956,0.6189607381820679,0.00578494556248188,0.03523833304643631,0.324405312538147,0.012535869143903255,0.7803354263305664,0.042264778167009354
102322,Logan,2016-12-18,5,AMAZING MOVIE!!!! I loved every second of it.,True,0.2636384069919586,0.011688018217682838,0.25397035479545593,0.006907840259373188,0.00622893963009119,0.3424954414367676,0.026568304747343063,0.1224365383386612,0.01772305555641651
102323,Logan,2017-12-18,5,"amazing movie\, I loved it.",True,0.272407591342926,0.01822476089000702,0.7011021375656128,0.008405646309256554,0.011882349848747253,0.6296160221099854,0.0280821081250906,0.07514510303735733,0.010670594871044159
102328,Logan,2017-06-26,5,"Amazing movie ! Incredible  acting from the 3 main actors \, especially Hugh! He deserves the Oscar for his performance .This is comicbook movie gold  .\nTo the people complaining about the violence : You can suck the middle claw from all Wolverine fans around the world !",True,0.35347720980644226,0.2580015957355499,0.022155364975333214,0.01588311791419983,0.008784067817032337,0.8904896974563599,0.7138927578926086,0.32697954773902893,0.33579352498054504
102339,Logan,2017-02-27,5,Amazing movie it's just really dam good. Going for R rated rating is best thing they could have done this is how wolverine should be,True,0.3694573640823364,0.09248426556587219,0.3167526423931122,0.00723840668797493,0.1850166618824005,0.13968582451343536,0.2316133975982666,0.9534324407577515,0.042239513248205185
102352,Logan,2017-03-03,5,"Amazing movie. Jackman and Stewart slay it. Great cast\, great story. The wolverine I have always wanted.",True,0.13309650123119354,0.02199121192097664,0.19520007073879242,0.028903145343065262,0.02773023210465908,0.8043277859687805,0.2324797660112381,0.1042785793542862,0.051410943269729614
102353,Logan,2017-05-22,5,Amazing Movie !!! Keep track of X Men !! ????,True,0.09092536568641663,0.04443901404738426,0.014469617046415806,0.005625787656754255,0.08869045972824097,0.19277891516685486,0.01572991907596588,0.211076021194458,0.01132621243596077
102361,Logan,2017-03-26,5,Amazing movie. Loved every second of it.,True,0.19216850399971008,0.01077925693243742,0.15162454545497894,0.00661606527864933,0.005001403391361237,0.4266575276851654,0.01585008203983307,0.01217262540012598,0.01399408932775259
102369,Logan,2017-03-04,5,"Amazing movie man I'll miss him as wolverine till I die\, 17 years of this they're both amazing",True,0.3872908651828766,0.13367581367492676,0.528441846370697,0.006661710329353809,0.05502452328801155,0.5104251503944397,0.19146467745304108,0.7438805103302002,0.0315684974193573
102372,Logan,2017-03-09,5,Amazing movie.  Much better than Deadpool.,True,0.37836894392967224,0.021119769662618637,0.0704161673784256,0.006212086882442236,0.3995729982852936,0.5919362306594849,0.017345355823636055,0.7738373875617981,0.012309879995882511
